target	rt.m	rt.sd	rt.n	zrt.m	zrt.sd	zrt.n	acy	acy.n	nbphon	puPhon	pld20	accd	fb	ff	ft
dédain	1022.9456	143.61678	42	-0.2832000917	0.8074483	42	0.875	48	4	4	1.85	453	9.39000006	0.65	10.04
dédale	1109.8237	180.68696	36	0.3808991443	0.9015208	36	0.755102	49	5	4	1.95	635	5.26999999	0.27	5.54
dédié	992.1496	169.61184	44	-0.6155969373	0.7247911	44	0.9777778	45	5	5	1.8	490	1.74999998	3.65	5.4
dédicace	1090.164	133.33733	43	0.2383747939	0.7627596	43	1	44	7	7	2.7	906	1.83000003	2.26	4.09
dédie	1047.1349	141.63697	41	-0.0753945379	0.827801	41	0.8367347	49	4	4	1.35	476	0.94999999	1.83	2.78
dédier	1007.9531	109.70288	44	-0.3182363748	0.756917	44	1	44	5	5	1.8	553	1.07999998	1.67	2.75
dédouanez	1088.294	107.66535	42	0.2429700231	0.6162256	42	0.9166667	48	7	7	2.6	697	0.07000001	0	0.07
déduction	1092.682	176.20239	47	0.2426027584	0.9561146	47	1	47	8	6	3.15	724	1.07999998	1.55	2.63
déduire	1052.7888	119.83536	45	-0.0467973839	0.5678648	45	0.9787234	47	6	6	1.95	734	2.36000002	2	4.36
déduis	1045.4258	136.07304	49	-0.0193407903	0.7121872	49	0.98	50	5	5	1.8	526	0.40999999	1.54	1.95
déesse	1006.4859	165.22148	42	-0.4285737695	0.8066777	42	0.9148936	47	4	4	2	709	6.42000008	11.82	18.24
déférent	1196.7761	207.21941	32	0.8224303782	0.9597581	32	0.75	48	6	6	1.8	650	1.42000002	0	1.42
défaillir	1154.4107	156.96266	40	0.5424484653	0.9354196	40	0.9130435	46	7	7	2.65	819	2.91000002	0.58	3.49
défaire	1151.0239	147.87381	40	0.7667655717	0.8783461	40	0.8913043	46	5	4	1.75	801	10.13999998	5.26	15.4
défais	1027.0946	129.64521	44	-0.2632479097	0.6956996	44	0.9166667	48	4	4	1.45	521	0.46999998	2.13	2.6
défaisait	1164.0826	110.22191	39	0.7190093639	0.8752943	39	0.9069767	43	6	6	3.85	661	2.49999996	0.04	2.54
défaite	1160.702	122.53397	44	0.6819244437	0.7120606	44	0.9574468	47	5	5	1.9	724	23.77999988	8.72	32.5
défaut	1037.8382	93.66299	45	-0.107081565	0.6979765	45	0.9	50	4	4	1.65	505	27.70000022	11.24	38.94
défection	1136.6166	169.18662	36	0.7329416187	0.8094422	36	0.8181818	44	8	8	2.7	704	1.15	0.42	1.57
défend	1110.9811	193.36542	46	0.0033222297	0.8895771	46	0.9583333	48	4	4	1.5	528	6.01000003	7	13.01
défendais	1170.0111	170.67791	48	0.6447358137	0.9075171	48	1	48	6	6	2.25	748	1.82000001	0.7	2.52
défendant	1192.3266	146.22296	47	0.8290131053	0.9280182	47	1	48	6	6	1.8	696	2.15999998	1.64	3.8
défende	1216.8162	188.14854	40	0.9937596038	0.9743416	40	0.8979592	49	5	5	1.8	753	0.46999998	0.56	1.03
défendez	1168.4428	198.88122	51	0.5650293867	0.776901	51	0.9807692	52	6	6	1.85	751	0.88	2.94	3.82
défendit	1129.971	120.57837	46	0.4948859198	0.8010501	46	1	47	6	6	1.9	763	1.21999998	0.01	1.23
défendra	1136.1725	161.51725	46	0.6000803466	0.8600514	46	0.9787234	47	7	7	2.65	774	0.67999999	1	1.68
défendrai	1115.98	144.10743	44	0.4463023489	0.7612927	44	0.9782609	46	7	7	2.65	705	0.61000001	1.8	2.41
défendre	1093.8309	108.16608	49	0.3396484934	0.764633	49	1	49	6	6	1.75	760	41.48999989	36.58	78.07
défendu	1151.2801	203.69749	44	0.5512876049	0.8446743	44	1	46	6	6	2.2	698	13.4500001	10.2	23.65
défense	1135.5101	130.78359	52	0.5051746107	0.7858887	52	1	52	5	5	1.7	792	47.7700005	48.56	96.33
défenseur	1184.178	133.02042	41	0.6702291989	0.7513376	41	0.9772727	44	7	6	2	958	3.37999999	2.59	5.97
défensif	1309.8996	242.74053	43	1.4605922819	0.8203212	43	0.9777778	45	7	7	2.7	912	0.74000001	0.71	1.45
défensive	1284.3756	187.22978	41	1.5395952982	0.9356319	41	0.8958333	48	7	7	2.7	897	2.83999996	1.71	4.55
déferla	1140.1882	99.91183	40	0.786050155	0.7286638	40	0.9333333	45	7	7	2.65	710	1.21999998	0.05	1.27
déferlait	1172.5433	199.20424	42	0.7100654067	0.8449324	42	0.875	48	7	7	2.65	703	2.36000002	0.03	2.39
déferlant	1151.4218	143.60952	41	0.6550340247	0.7162534	41	0.8913043	46	7	7	2.25	715	0.61000001	0.02	0.63
déferle	1222.3227	175.71686	41	0.9521134086	0.7218662	41	0.84	50	6	6	2.05	750	1.55	0.57	2.12
déferler	1201.3579	224.97722	39	0.7234931543	0.9521984	39	0.9090909	44	7	7	2.1	682	1.75999999	0.08	1.84
défi	1022.3163	167.64961	48	-0.273226523	0.8418794	48	0.9795918	49	4	4	1.45	519	15.19999983	10.23	25.43
défiait	1188.9514	194.68619	45	0.6041083574	0.8140043	45	0.9782609	46	5	5	1.85	658	1.69	0.23	1.92
défiance	1140.4452	187.50538	39	0.4981742818	0.9869853	39	0.9111111	45	6	6	1.8	815	1.95999999	0.58	2.54
défiant	1102.6536	217.97874	43	0.0914387412	0.887736	43	0.9347826	46	5	5	1.7	562	1.34999999	0.71	2.06
déficit	1224.3436	142.9688	46	1.2602620835	0.8476709	46	1	47	7	7	2.55	888	0.94999999	1.91	2.86
défier	1021.0011	173.75466	49	-0.27267018	0.9373364	49	0.98	50	5	5	1.6	546	4.39000006	3.92	8.31
défiguré	1145.511	197.11747	47	0.5875109093	0.8370649	47	1	48	8	8	2.8	833	2.43	2	4.43
défilait	1069.7061	145.43186	45	0.0274690019	0.7740295	45	0.9787234	47	6	6	2.25	583	2.69999997	0.2	2.9
défilant	1105.2311	143.49966	40	0.4378219841	0.6739422	40	0.8723404	47	6	6	1.95	658	1.15	0.17	1.32
défile	1146.7372	147.85259	44	0.6110020127	0.79898	44	0.9782609	46	5	5	1.8	755	2.49999996	2.66	5.16
défiler	1072.7673	199.29273	45	-0.0326069203	0.8215325	45	1	46	6	6	1.8	648	11.28000009	4.32	15.6
défini	1137.1394	150.90479	47	0.6254196477	0.7358814	47	0.9791667	48	6	6	2	646	2.97999998	1.43	4.41
définir	1174.6621	219.51047	48	0.6597573351	0.9436501	48	1	48	7	7	2.5	820	7.69999995	3.07	10.77
définitif	1260.604	139.72437	41	1.3910896643	0.9230218	41	0.9795918	49	9	9	3.5	1056	10.40999988	4	14.41
défonce	1148.3124	142.88497	46	0.6766627989	0.8088281	46	0.9787234	47	5	5	2.75	775	1.83000003	4.59	6.42
défoncer	1088.4528	138.15733	43	0.2067239066	0.7473642	43	0.9772727	44	6	6	2.75	726	2.83999996	5.22	8.06
déformait	1130.471	181.63364	45	0.3283792343	0.9707795	45	1	45	7	7	2.5	689	1.01000001	0.03	1.04
déforme	1150.664	140.74279	38	0.6685152505	0.8510122	38	0.8837209	43	6	6	1.75	704	1.69	0.55	2.24
déformer	1062.451	159.08571	45	0.0963151005	0.8046686	45	0.9183673	49	7	7	1.9	682	1.15	0.62	1.77
défoulait	1112.5499	151.30872	45	0.4101188247	0.8101542	45	1	45	6	6	2.35	641	0	0.05	0.05
défoule	1156.1238	128.90314	38	0.4501304736	0.5900457	38	0.8478261	46	5	5	1.95	698	0.27	1.31	1.58
défouler	1094.2538	118.92237	46	0.210945413	0.6009162	46	0.9795918	49	6	6	1.7	667	0.27	1.66	1.93
défoulera	1213.7378	150.65095	42	1.0127558808	0.7754303	42	0.9333333	45	7	8	4.55	751	0	0.03	0.03
défroqué	1135.3615	204.8516	37	0.5621963835	0.9958566	37	0.7916667	48	7	7	2.1	658	0.54	0.16	0.7
défunt	1166.554	176.50471	44	0.6585814581	0.8337575	44	0.9166667	48	4	4	1.8	590	5.21	7.37	12.58
défunte	1183.9998	126.05926	38	0.8043552553	0.7466574	38	0.8541667	48	5	5	1.95	764	2.82999997	2.35	5.18
dégénère	1234.4345	201.14209	41	1.0860337881	0.7963351	41	0.9148936	47	7	6	2.8	922	0.46999998	1.26	1.73
dégénéré	1234.5395	198.77875	42	0.956762018	0.764623	42	0.9777778	45	8	8	2.8	874	0.94999999	3.25	4.2
dégage	1019.0396	119.66178	47	-0.3276767196	0.6287045	47	0.9795918	49	5	5	1.9	689	10.33999988	56.41	66.75
dégagea	1092.6976	149.36314	47	0.1616869649	0.8443169	47	1	48	6	6	2.65	675	6.61999998	0	6.62
dégageait	1041.3751	136.81596	46	-0.3415428937	0.6557612	46	0.9787234	47	6	6	2.8	622	8.84999999	0.22	9.07
dégageant	1017.5814	135.57198	47	-0.2424606166	0.8174061	47	0.9795918	49	6	6	2.15	633	3.91999997	0.32	4.24
dégager	1025.921	169.64026	42	-0.3678764417	0.8707824	42	0.9545455	44	6	6	1.95	676	15.19999983	8.22	23.42
dégagera	1171.7762	192.90171	41	0.8263963548	1.0100275	41	0.9545455	44	7	8	4.6	746	0.07000001	0.22	0.29
dégainé	1170.6461	220.90761	45	0.5913853315	0.7584271	45	0.9574468	47	6	6	1.85	726	0.40999999	0.8	1.21
dégaine	1011.5614	154.65772	45	-0.3745899376	0.623856	45	1	45	5	5	1.95	629	3.72000001	2.84	6.56
dégainer	1157.9399	115.0092	45	0.5978755211	0.7789908	45	1	46	6	4	1.95	708	0.54	1.62	2.16
dégarni	1116.6497	249.74059	43	0.2326328922	0.9544757	43	0.9565217	46	7	7	2.75	630	2.15999998	0.5	2.66
dégel	1122.8155	140.97797	43	0.5527974435	0.7409205	43	0.8958333	48	5	5	1.95	669	3.31	0.47	3.78
dégelé	1049.042	137.86803	46	0.0692694758	0.8231034	46	0.9583333	48	5	6	2.85	581	0.14	0.08	0.22
dégelée	1162.4183	135.34868	35	0.7010915231	0.7122032	35	0.8297872	47	5	6	2.85	662	1.07999998	0.03	1.11
dégivrer	1154.8399	167.62275	49	0.6862909657	0.8157688	49	0.9803922	51	7	7	2.4	790	0	0.11	0.11
déglingué	1144.1964	199.53325	47	0.4629979247	0.7996723	47	0.9795918	49	7	7	2.75	719	1.90000001	0.41	2.31
déglingue	1126.3865	126.98147	42	0.6030154254	0.8148076	42	0.9130435	46	6	6	2.75	694	1.34999999	0.87	2.22
déglutir	1125.9747	214.99457	43	0.3733139743	1.005243	43	0.9772727	44	8	8	3	861	0.80999998	0.02	0.83
déglutit	1066.5458	120.7301	47	0.1216667195	0.6203027	47	1	47	7	7	2.9	697	1.07999998	0.01	1.09
dégoût	986.1468	122.41983	43	-0.4543725081	0.700318	43	0.9555556	45	4	4	1.85	528	27.97000032	5.99	33.96
dégoûtait	1048.9654	171.2158	49	-0.0970641339	0.7331443	49	1	49	6	6	2.4	702	2.49999996	0.3	2.8
dégoûtant	1089.706	236.93043	50	-0.0790746054	0.8019675	50	0.9807692	52	6	6	2.1	682	6.14999997	15.53	21.68
dégoûte	1112.8497	174.61239	47	0.4675042497	0.6733621	47	0.9791667	48	5	5	1.8	716	4.65999998	8.73	13.39
dégoûter	1013.2192	151.36348	47	-0.3475693187	0.6508834	47	0.9791667	48	6	6	1.75	657	2.91000002	0.66	3.57
dégomme	1188.275	121.35774	39	0.8515330023	0.8436187	39	0.8913043	46	5	4	1.95	728	0.27	1.02	1.29
dégommer	1058.2473	138.9237	44	-0.0445557201	0.6482536	44	0.9782609	46	6	6	1.9	643	1.07999998	0.85	1.93
dégonfle	1089.7701	137.39747	45	0.2476150247	0.8429132	45	0.9787234	47	6	6	3.6	614	1.82000001	1.69	3.51
dégonfler	1090.9641	200.87909	51	-0.0033305859	0.7599021	51	0.9807692	52	7	7	3.45	678	1.42000002	0.76	2.18
dégouline	1121.5895	99.97782	46	0.5163049153	0.7606318	46	0.9787234	47	7	7	2.7	803	2.43	0.88	3.31
dégourdir	1176.0772	158.66603	45	0.7821205209	0.8719496	45	0.9782609	46	8	8	2.65	770	2.43	1.4	3.83
déguerpi	1289.2907	152.79975	43	1.5713574262	0.8296108	43	0.8979592	49	7	7	2.8	766	0.40999999	0.46	0.87
déguerpir	1265.3662	181.70893	46	1.4081679776	0.7368246	46	0.9583333	48	8	8	2.75	913	1.42000002	1.62	3.04
dégueuler	1331.7734	244.5063	18	1.7763677985	1.2313723	18	0.673913	46	6	6	1.95	802	1.69	1.57	3.26
déguisait	1093.6019	192.21731	47	0.1687325214	0.7863602	47	1	49	6	6	2.75	668	1.42000002	0.45	1.87
déguise	1069.1329	155.3523	42	0.0510746369	0.8822929	42	0.9333333	45	5	5	1.95	684	1.49000002	0.97	2.46
déguiser	1011.3433	82.16674	47	-0.2755219115	0.6259361	47	1	47	6	6	1.85	658	2.49999996	3.34	5.84
déguste	1141.2278	195.50069	42	0.5041350567	0.887933	42	0.9772727	44	6	6	2.75	777	1.75999999	0.53	2.29
déguster	966.6226	94.8043	50	-0.6818314342	0.5420957	50	0.9803922	51	7	7	2.35	657	3.91999997	1.84	5.76
déhanché	1048.4396	184.26098	49	-0.039431156	0.9681147	49	1	49	5	5	1.9	669	0.46999998	0.19	0.66
déj�&nbsp;	986.3684	103.45224	46	-0.5492886844	0.5444719	46	1	46	4	3	1.85	483	705.5399935	692.73	1398.27
déjeunait	1092.9466	148.3442	48	0.2825549043	0.782555	48	0.96	50	6	6	2.8	663	1.88999998	0.65	2.54
déjeune	1130.9616	103.84322	45	0.5737731522	0.7357617	45	0.9375	48	5	5	2.4	690	2.97000003	5.34	8.31
déjeuner	1071.165	150.26047	46	-0.0018342999	0.6120125	46	1	46	6	6	2.35	687	73.03999999	70.31	143.35
déjeunons	1129.3664	134.63787	43	0.72183287	0.8731674	43	0.9777778	45	6	6	3.85	675	0.80999998	0.93	1.74
déjouer	1086.9454	175.21969	45	0.177716139	0.8178865	45	0.9782609	46	5	5	1.9	677	2.36000002	1.8	4.16
délégué	956.3486	138.17074	45	-0.7005866807	0.7083167	45	0.9183673	49	6	6	1.9	583	11.07999988	2.71	13.79
délabré	1013.4422	172.23574	43	-0.3431305587	0.862749	43	0.9777778	45	7	7	2.2	647	2.57000003	0.45	3.02
délai	1079.8103	142.97826	42	0.0966497558	0.9887653	42	0.9333333	45	4	4	1.75	439	14.59000017	8.94	23.53
délaissée	994.5985	109.27743	47	-0.4743604665	0.5260683	47	1	48	6	6	1.8	633	2.77	0.42	3.19
délaisser	986.2682	157.04355	49	-0.4959138184	0.9724574	49	1	49	6	4	1.8	603	1.01000001	0.28	1.29
délassa	1158.3419	190.38153	36	0.7587497614	1.0918112	36	0.8809524	42	6	6	2.1	686	0.07000001	0	0.07
délation	1181.4227	161.45093	40	0.7969617434	1.0523457	40	0.8367347	49	7	6	2.85	704	1.28000002	0.26	1.54
délavé	1000.7793	140.4338	44	-0.4820647536	0.6149247	44	0.9574468	47	6	6	1.85	547	3.10000003	0.26	3.36
délayée	1130.9454	161.19441	37	0.4276507904	0.7212887	37	0.8666667	45	6	6	1.75	664	0.55000001	0.01	0.56
délayant	1213.4904	187.18894	35	1.082990918	0.9974586	35	0.8043478	46	6	6	1.95	677	0.40999999	0	0.41
délectait	1094.4248	124.89169	43	0.1847338372	0.7390063	43	0.9574468	47	7	7	2.7	669	1.42000002	0.03	1.45
délecte	1135.3893	110.24686	48	0.5617755645	0.6505411	48	0.9411765	51	6	6	2	762	0.67999999	0.21	0.89
délectez	1058.7733	165.04007	47	0.0159028795	0.8677795	47	0.9591837	49	7	7	2.3	668	0	0.01	0.01
délesté	1118.2158	205.78235	48	0.3868799863	1.0004647	48	0.9411765	51	7	7	1.9	661	1.15	0.05	1.2
délibéré	1067.28	99.49886	45	0.1280612376	0.6381668	45	0.9782609	46	8	8	2.75	768	2.22999998	1.96	4.19
délicat	1129.7822	195.30969	42	0.2976653373	0.7550652	42	0.9347826	46	6	6	1.95	608	15.26999989	10.43	25.7
délicate	1132.1856	193.88371	42	0.4665261477	1.0622488	42	0.9148936	47	7	7	2.6	817	12.50000005	9.26	21.76
délice	1154.5768	164.80148	41	0.6099030384	0.9614401	41	0.9148936	47	5	5	1.8	727	4.25999995	3.75	8.01
délicieux	1025.3655	107.36383	48	-0.2439741801	0.5932429	48	1	48	7	7	2.7	708	15.07000012	20.62	35.69
délier	1082.2451	164.59509	42	0.0272139166	0.7599349	42	0.9333333	45	5	5	1.6	544	1.21999998	0.23	1.45
délimité	1127.6587	119.96629	42	0.4322931623	0.6347371	42	0.9555556	45	8	8	2.5	785	1.15	0.03	1.18
délirai	1012.1357	149.26225	48	-0.270560527	0.8976834	48	1	48	6	6	1.9	591	0.07000001	0	0.07
délirait	1065.8515	152.94038	45	-0.0744246981	0.7980223	45	0.9782609	46	6	6	1.9	625	1.07999998	1.17	2.25
délirant	1026.762	140.8862	44	-0.3169659456	0.6782665	44	0.9565217	46	6	6	1.8	594	1.88999998	1.66	3.55
délirante	1123.6147	167.77634	43	0.3371925117	0.8591128	43	0.9347826	46	7	7	2.65	817	2.3	0.83	3.13
délire	1049.4573	208.3135	42	-0.1521579565	0.8570466	42	0.9772727	44	5	5	1.6	701	18.16999987	14.29	32.46
délireras	1129.936	153.98057	44	0.4722754385	0.6211066	44	1	45	7	6	4.35	686	0	0.01	0.01
délit	1041.9347	175.39407	41	-0.2062846752	0.939747	41	0.8541667	48	4	4	1.5	427	6.35000002	11.35	17.7
délivrait	1066.0563	131.4257	46	-0.0389325753	0.6442933	46	1	46	7	7	2.5	658	2.49999996	0.01	2.51
délivre	1098.6279	185.83452	43	0.2558718235	1.0024075	43	0.9148936	47	6	6	1.9	637	2.49999996	4.41	6.91
délivrer	1047.9294	175.65287	49	-0.0573919701	0.9033972	49	1	50	7	7	2	676	7.90999992	4.76	12.67
déloger	988.3612	136.991	44	-0.4733840338	0.7967914	44	1	45	6	6	1.9	622	1.88999998	1.17	3.06
déloyal	1065.7665	194.58768	46	0.0461774006	0.8940746	46	1	46	8	8	3.5	781	0.46999998	0.81	1.28
déluge	1070.0716	192.16772	46	0.0136529955	1.0318931	46	0.9791667	48	5	5	2.05	711	8.17999997	2.51	10.69
délurées	1154.6347	172.66007	29	0.5378802122	0.9446724	29	0.7333333	45	6	5	1.95	619	0.14	0.07	0.21
démène	1105.887	128.68916	43	0.3935209923	0.8990428	43	1	44	5	5	1.85	660	0.34000001	1.27	1.61
déménage	1075.6211	147.44497	46	0.1895460203	0.7408406	46	1	46	7	7	2.4	804	1.49000002	7.24	8.73
déménager	1030.0263	136.31484	46	-0.1555994881	0.5830055	46	1	46	8	8	2.7	739	4.11999999	11.14	15.26
démérite	1228.1707	199.98305	30	0.9531724434	0.832034	30	0.6956522	46	7	7	2.6	716	0.14	0.04	0.18
démêlais	982.9655	115.5913	43	-0.5388828709	0.602065	43	1	43	6	4	2.4	539	0.14	0	0.14
démêlant	1030.5594	168.80342	43	-0.3074599712	0.6565614	43	0.9555556	45	6	6	2.4	555	0.14	0.36	0.5
démêler	1122.2357	188.618	41	0.3376034434	1.0839256	41	0.8367347	49	6	4	1.9	624	3.37999999	0.84	4.22
démagogie	1145.5815	143.41707	43	0.7019082076	0.8850936	43	0.8979592	49	8	8	3.45	778	1.34999999	0.47	1.82
démange	1066.7713	150.12657	44	0.0516164993	0.6189081	44	0.9574468	47	5	5	1.85	698	1.42000002	2.38	3.8
démarche	1092.8533	205.16282	47	0.0133394213	0.7925351	47	1	47	6	6	1.9	730	25.1399998	4.02	29.16
démarquer	1057.284	115.31259	49	-0.0313367055	0.6476344	49	1	49	7	7	1.75	698	0.20000001	0.13	0.33
démarra	973.8734	103.61942	47	-0.4600847355	0.6102681	47	0.9791667	48	6	6	1.8	558	6.35000002	0.03	6.38
démarrage	1086.3438	127.90054	47	0.191582659	0.6372932	47	1	49	7	7	1.95	832	3.10999998	1.17	4.28
démarrait	1067.0551	167.81816	47	-0.06918635	0.7652577	47	1	47	6	6	1.9	636	2.49999996	0.57	3.07
démarrant	1054.9769	127.32036	42	0.0700091462	0.8156348	42	0.9545455	44	6	6	1.9	620	1.21999998	0.09	1.31
démarre	1031.982	166.13017	41	-0.2034279352	0.9646605	41	0.9761905	42	5	5	1.8	663	6.69	17.11	23.8
démarrer	1022.2267	170.78364	48	-0.2830361405	0.8421718	48	1	48	6	6	1.55	626	5.26999999	9.1	14.37
démarreur	1110.8276	252.78254	47	0.1754188551	0.9503742	47	0.98	50	7	6	1.95	778	2.09	1.24	3.33
démasquer	1037.7335	155.27466	44	-0.0677747059	0.8522931	44	1	45	7	7	2.05	704	0.74000001	2.44	3.18
démence	1089.34	164.28238	46	0.1368904107	0.8600908	46	0.9787234	47	5	5	1.8	752	2.43	2.75	5.18
démener	1080.7235	179.40985	41	0.0707094041	1.0361204	41	0.9534884	43	5	4	1.95	611	1.01000001	0.32	1.33
dément	990.9163	163.07687	48	-0.4393585757	0.8864649	48	1	48	4	4	1.55	441	3.50999998	4.03	7.54
démentait	1146.8676	191.97294	40	0.5032516037	0.9180448	40	0.8695652	46	6	6	2.2	649	1.21999998	0.01	1.23
démente	1166.3757	217.10921	43	0.6416568888	0.9802986	43	0.8431373	51	5	5	1.75	668	1.69	0.93	2.62
démenti	1118.0928	191.75408	45	0.191558941	0.8195539	45	0.9787234	47	6	6	1.95	649	2.57000003	1.47	4.04
démentir	1128.0277	188.98155	43	0.406393214	1.0251557	43	0.9361702	47	7	7	2.35	830	1.55	1.06	2.61
démerde	1273.4719	135.05869	34	1.3513800225	0.8569192	34	0.8444444	45	6	6	2.15	757	1.82000001	1.79	3.61
démerder	1077.9321	146.15055	50	0.1478622585	0.8287405	50	0.9615385	52	7	7	1.95	623	1.01000001	1.27	2.28
démerdera	1132.3578	145.90868	43	0.5456874441	0.8072901	43	0.9782609	46	8	9	4.75	752	0.27	0.02	0.29
démesuré	1095.4169	199.44485	45	0.1528286079	0.8990103	45	0.9782609	46	8	8	3.85	762	4.06000004	0.48	4.54
démesure	1046.0948	169.34458	43	-0.2727976178	0.7505282	43	0.9772727	44	7	7	3.65	727	1.15	0.04	1.19
déminer	1132.4373	204.24257	30	0.400769636	1.0000762	30	0.6666667	45	6	6	1.8	583	0	0.01	0.01
démineur	1145.6367	209.58362	41	0.5801574748	1.1053314	41	0.9333333	45	7	6	2	875	0.07000001	0.17	0.24
démission	1090.3212	136.4581	48	0.1104050488	0.7297777	48	0.9795918	49	7	7	2.8	683	5.06999998	7.34	12.41
démocrate	1218.8158	162.09256	48	1.0032537052	0.8937687	48	0.96	50	8	8	3.35	927	1.21999998	3.42	4.64
démodé	1024.0401	187.76912	49	-0.3272825078	0.8639013	49	1	49	6	6	1.9	565	1.95999999	1.56	3.52
démoli	1045.4166	123.21253	47	0.0702440839	0.7203181	47	1	47	6	6	1.95	606	2.3	4.41	6.71
démolir	1116.8455	165.44142	47	0.3879364629	0.7846123	47	0.9791667	48	7	7	2.45	848	3.64999997	8.02	11.67
démon	920.4241	97.3191	44	-0.9295891665	0.6700435	44	0.9777778	45	4	4	2.65	418	13.57999987	39.71	53.29
démonte	1181.4589	150.68545	40	0.8676861644	0.8868714	40	0.9111111	45	5	5	2.85	718	1.01000001	1.4	2.41
démonter	1091.7114	184.07242	50	0.1653364518	0.9252833	50	1	50	6	6	2.75	643	3.10999998	3.44	6.55
démontre	1184.8065	160.57998	44	0.7375096203	0.8501914	44	0.9574468	47	6	6	2.85	738	1.21999998	1.38	2.6
démontrer	1124.0543	169.11327	48	0.4697719628	0.7308247	48	0.98	50	7	7	3.15	724	5.61000001	3.23	8.84
démouler	1088.3711	127.92617	45	0.2857576105	0.8561858	45	0.9574468	47	6	6	1.7	667	0	0.03	0.03
démuni	1051.7995	152.42388	46	-0.1878640559	0.7327037	46	0.9787234	47	6	6	2.25	567	2.82999997	0.5	3.33
dénicher	1022.6042	184.97423	47	-0.2838735835	0.9132949	47	0.9591837	49	6	6	2	613	3.85000002	1.91	5.76
dénigre	1170.9064	99.19572	37	0.7108890521	0.6718535	37	0.755102	49	6	6	2.25	652	0	0.31	0.31
dénivelé	1165.5595	155.94218	38	0.7089889255	0.8964426	38	0.826087	46	7	6	3.75	673	0.14	0.01	0.15
dénonçait	1045.4747	113.283	43	0.002234676	0.6347014	43	1	44	6	6	3.7	722	1.69	0.23	1.92
dénonçant	1160.9176	240.48198	47	0.4584356708	1.1042501	47	1	48	6	6	3.3	685	1.07999998	0.25	1.33
dénonce	1064.427	161.38482	51	0.0525432721	0.8414593	51	1	51	5	5	2.9	738	2.43	5.5	7.93
dénoncer	1020.346	178.75094	41	-0.3010134876	0.771653	41	0.9767442	43	6	6	2.8	673	6.08000004	9.83	15.91
dénoua	1118.2721	169.38681	45	0.3662822996	0.9057693	45	0.9	50	5	5	1.85	649	1.82000001	0.01	1.83
dénoué	1002.9307	203.33984	46	-0.4856763393	0.9632162	46	0.9583333	48	5	5	1.8	463	1.01000001	0.11	1.12
dénouer	1017.2626	147.45299	48	-0.302317115	0.7364512	48	1	48	5	5	1.8	520	1.95999999	0.62	2.58
dénué	993.59	146.11752	49	-0.4087249797	0.7978179	49	0.98	50	5	4	1.9	529	1.69	1.19	2.88
dénuder	1064.8186	124.42142	48	0.121175352	0.7308493	48	0.9795918	49	6	6	2	575	1.01000001	0.08	1.09
dépôt	1013.5782	109.9489	43	-0.3097497151	0.4894105	43	0.9555556	45	4	4	1.65	543	8.58000002	11.9	20.48
dépêcha	1122.0495	186.74805	42	0.3365784785	0.784771	42	0.9772727	44	6	6	2.8	678	1.55	0	1.55
dépêchait	1068.8285	152.46509	43	0.0022773757	0.8692563	43	1	44	6	6	2.75	655	1.15	0.05	1.2
dépêche	1107.6248	172.13606	44	0.1315024705	0.7971128	44	0.9574468	47	5	5	2	741	10.06999998	63.61	73.68
dépêcher	1054.6355	147.27692	49	-0.0492389162	0.7468525	49	0.98	50	6	4	1.95	625	3.64999997	7.52	11.17
dépêchons	1119.0034	161.636	45	0.4513336304	0.7718947	45	0.9583333	48	6	6	3.7	694	1.55	10.21	11.76
dépannage	1183.9059	200.61355	46	0.7538746862	0.9196002	46	0.9791667	48	7	6	2.25	844	1.01000001	1.17	2.18
dépanner	1061.826	139.09338	47	0.0743294216	0.7817543	47	0.9591837	49	6	6	1.85	606	1.95999999	1.95	3.91
départ	1091.3829	140.55014	36	0.1763270218	0.8812971	36	0.8	45	5	5	1.75	706	117.77000096	67.97	185.74
dépassa	1111.0155	143.62652	45	0.3328741405	0.7672111	45	1	45	6	6	2.15	742	3.99000005	0.05	4.04
dépassait	1086.7815	105.62789	43	0.3127268928	0.7120763	43	1	44	6	6	2.2	722	12.84	1.08	13.92
dépassant	1136.0118	165.40843	48	0.5110568119	0.9558976	48	0.9795918	49	6	6	1.9	719	5.26999999	0.48	5.75
dépasse	1151.1978	129.06246	51	0.5763169432	0.8200589	51	0.9622642	53	5	5	1.8	777	12.42999992	14.14	26.57
dépasser	1063.333	184.81582	44	-0.173142855	0.6777404	44	1	44	6	6	1.6	716	10.2700001	6.12	16.39
dépassera	1113.7483	183.72288	43	0.4243219581	0.6254353	43	0.9782609	46	7	8	3.95	731	0.61000001	0.19	0.8
dépaysant	1245.4687	241.06431	45	1.1855057293	0.8807864	45	1	46	7	7	2.6	822	0.21	0.16	0.37
dépeindre	1149.2691	162.48498	39	0.6491338108	0.8094526	39	0.9090909	44	6	5	1.9	711	1.01000001	0.66	1.67
dépeint	1116.4337	234.67187	33	0.2827530995	1.1205793	33	0.7234043	47	4	4	1.7	469	1.42000002	0.83	2.25
dépeintes	1232.5056	172.28073	29	1.1973962952	0.9740056	29	0.6956522	46	5	5	1.95	712	0.07000001	0.11	0.18
dépend	1053.6514	202.52081	49	-0.1073894509	1.0165405	49	0.98	50	4	4	1.55	532	15.19999983	48.3	63.5
